UserName,Handle,Timestamp,Text,Label,Text_Lower,Text_Cleaning,Text_Token,Text_Token_Stop,Text_Token_Stop_Stem
lantakanemas.com,@lantakanemas,07/12/2022 06:47,"Tak Disangka! Korsel Dihantam Krisis BBM, Ini Biang Keroknya",neutral,"tak disangka! korsel dihantam krisis bbm, ini biang keroknya",tak disangka korsel dihantam krisis bbm ini biang keroknya,"['tak', 'disangka', 'korsel', 'dihantam', 'krisis', 'bbm', 'ini', 'biang', 'keroknya']","['disangka', 'korsel', 'dihantam', 'krisis', 'bbm', 'biang', 'keroknya']","['sangka', 'korsel', 'hantam', 'krisis', 'bbm', 'biang', 'kerok']"
Pritta Blonde,@Pritta_Blonde,07/12/2022 06:42,"Tabik Pun
Ketua TP. PKK Kab. Pesawaran Hj. Nanda Indira Dendi, SE.,MM menghadiri acara Pendistribusian Bantuan Sosial Pangan (Beras Premium) Dampak Inflasi Pasca Kenaikan BBM Bersubsidi serta Bantuan Pekarangan Pangan Lestari (P2L) ..

Bupati Pesawaran
Dendi Ramadhona",neutral,"tabik pun
ketua tp. pkk kab. pesawaran hj. nanda indira dendi, se.,mm menghadiri acara pendistribusian bantuan sosial pangan (beras premium) dampak inflasi pasca kenaikan bbm bersubsidi serta bantuan pekarangan pangan lestari (p2l) ..

bupati pesawaran
dendi ramadhona",tabik pun ketua tp pkk kab pesawaran hj nanda indira dendi se mm menghadiri acara pendistribusian bantuan sosial pangan beras premium dampak inflasi pasca kenaikan bbm bersubsidi serta bantuan pekarangan pangan lestari pl bupati pesawaran dendi ramadhona,"['tabik', 'pun', 'ketua', 'tp', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'se', 'mm', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'serta', 'bantuan', 'pekarangan', 'pangan', 'lestari', 'pl', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['tabik', 'ketua', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'bantuan', 'pekarangan', 'pangan', 'lestari', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['tabik', 'ketua', 'pkk', 'kab', 'sawar', 'hj', 'nanda', 'indira', 'dendi', 'hadir', 'acara', 'distribusi', 'bantu', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi', 'bantu', 'pekarang', 'pangan', 'lestari', 'bupati', 'sawar', 'dendi', 'ramadhona']"
CHIARA YULIA,@YuliaChiara,07/12/2022 04:36,"#TuntutJokowiMundur 
Harga Gas Elpiji Naik 
BBM Naik Subsidi cuma 600ribu 
PLN Naik dan harga bahan pokok 
Dan Sembako Naik Selangit 
Krisis pangan dan juga 
Krisis Ekonomi Global mau kiamat",negative,"#tuntutjokowimundur 
harga gas elpiji naik 
bbm naik subsidi cuma 600ribu 
pln naik dan harga bahan pokok 
dan sembako naik selangit 
krisis pangan dan juga 
krisis ekonomi global mau kiamat",harga gas elpiji naik bbm naik subsidi cuma ribu pln naik dan harga bahan pokok dan sembako naik selangit krisis pangan dan juga krisis ekonomi global mau kiamat,"['harga', 'gas', 'elpiji', 'naik', 'bbm', 'naik', 'subsidi', 'cuma', 'ribu', 'pln', 'naik', 'dan', 'harga', 'bahan', 'pokok', 'dan', 'sembako', 'naik', 'selangit', 'krisis', 'pangan', 'dan', 'juga', 'krisis', 'ekonomi', 'global', 'mau', 'kiamat']","['harga', 'gas', 'elpiji', 'bbm', 'subsidi', 'ribu', 'pln', 'harga', 'bahan', 'pokok', 'sembako', 'selangit', 'krisis', 'pangan', 'krisis', 'ekonomi', 'global', 'kiamat']","['harga', 'gas', 'elpiji', 'bbm', 'subsidi', 'ribu', 'pln', 'harga', 'bahan', 'pokok', 'sembako', 'langit', 'krisis', 'pangan', 'krisis', 'ekonomi', 'global', 'kiamat']"
Sayang (⁠ ⁠˘⁠ ⁠³⁠˘⁠)⁠,@kimiwww_,06/12/2022 23:43,"Gw pake mobil second aja nih boros banget. Sebelum BBM naik, perjalanan dari wonogiri ke ciamis cuma abis 250rb pertalite. Pulang dari ciamis ke wonogiri 300rb ga cukup  wonogiri ke Solo pulang pergi sekarang ga cukup 100rb. Berangkat dari rumah di isi 100, pulangnya udah abis",negative,"gw pake mobil second aja nih boros banget. sebelum bbm naik, perjalanan dari wonogiri ke ciamis cuma abis 250rb pertalite. pulang dari ciamis ke wonogiri 300rb ga cukup  wonogiri ke solo pulang pergi sekarang ga cukup 100rb. berangkat dari rumah di isi 100, pulangnya udah abis",gw pake mobil second aja nih boros banget sebelum bbm naik perjalanan dari wonogiri ke ciamis cuma abis rb pertalite pulang dari ciamis ke wonogiri rb ga cukup wonogiri ke solo pulang pergi sekarang ga cukup rb berangkat dari rumah di isi pulangnya udah abis,"['gw', 'pake', 'mobil', 'second', 'aja', 'nih', 'boros', 'banget', 'sebelum', 'bbm', 'naik', 'perjalanan', 'dari', 'wonogiri', 'ke', 'ciamis', 'cuma', 'abis', 'rb', 'pertalite', 'pulang', 'dari', 'ciamis', 'ke', 'wonogiri', 'rb', 'ga', 'cukup', 'wonogiri', 'ke', 'solo', 'pulang', 'pergi', 'sekarang', 'ga', 'cukup', 'rb', 'berangkat', 'dari', 'rumah', 'di', 'isi', 'pulangnya', 'udah', 'abis']","['pake', 'mobil', 'second', 'boros', 'banget', 'bbm', 'perjalanan', 'wonogiri', 'ciamis', 'abis', 'pertalite', 'pulang', 'ciamis', 'wonogiri', 'wonogiri', 'solo', 'pulang', 'pergi', 'berangkat', 'rumah', 'isi', 'pulangnya', 'abis']","['pake', 'mobil', 'second', 'boros', 'banget', 'bbm', 'jalan', 'wonogiri', 'ciamis', 'abis', 'pertalite', 'pulang', 'ciamis', 'wonogiri', 'wonogiri', 'solo', 'pulang', 'pergi', 'berangkat', 'rumah', 'isi', 'pulang', 'abis']"
Negaraku Indonesia,@SrikayaNona,06/12/2022 20:27,"memang kenapa? RON 89 itu kan salah satu alternatif bagi konsumen. Kenapa diperintahkan naik? itu artinya ngelarang konsumen untuk pindah ke alternatif itu, pdhl ngakunya akan membatasi pemakaian pertalite krn rugi? diakal-akalin cebong nerima aja. Dungu sih",negative,"memang kenapa? ron 89 itu kan salah satu alternatif bagi konsumen. kenapa diperintahkan naik? itu artinya ngelarang konsumen untuk pindah ke alternatif itu, pdhl ngakunya akan membatasi pemakaian pertalite krn rugi? diakal-akalin cebong nerima aja. dungu sih",memang kenapa ron itu kan salah satu alternatif bagi konsumen kenapa diperintahkan naik itu artinya ngelarang konsumen untuk pindah ke alternatif itu pdhl ngakunya akan membatasi pemakaian pertalite krn rugi diakal akalin cebong nerima aja dungu sih,"['memang', 'kenapa', 'ron', 'itu', 'kan', 'salah', 'satu', 'alternatif', 'bagi', 'konsumen', 'kenapa', 'diperintahkan', 'naik', 'itu', 'artinya', 'ngelarang', 'konsumen', 'untuk', 'pindah', 'ke', 'alternatif', 'itu', 'pdhl', 'ngakunya', 'akan', 'membatasi', 'pemakaian', 'pertalite', 'krn', 'rugi', 'diakal', 'akalin', 'cebong', 'nerima', 'aja', 'dungu', 'sih']","['ron', 'salah', 'alternatif', 'konsumen', 'diperintahkan', 'ngelarang', 'konsumen', 'pindah', 'alternatif', 'pdhl', 'ngakunya', 'membatasi', 'pemakaian', 'pertalite', 'rugi', 'diakal', 'akalin', 'cebong', 'nerima', 'dungu']","['ron', 'salah', 'alternatif', 'konsumen', 'perintah', 'ngelarang', 'konsumen', 'pindah', 'alternatif', 'pdhl', 'ngakunya', 'batas', 'pakai', 'pertalite', 'rugi', 'akal', 'akalin', 'cebong', 'nerima', 'dungu']"
Dekky Y. Mangowal,@DeckyYM,06/12/2022 19:49,Bali krisis BBM!,negative,bali krisis bbm!,bali krisis bbm,"['bali', 'krisis', 'bbm']","['bali', 'krisis', 'bbm']","['bal', 'krisis', 'bbm']"
meipi | #DemotEra,@beeenjiandai,06/12/2022 17:56,ini bali krisis bbm apa gimana sih anjir spbu ngantrinya panjang bgt gila dimana mana,negative,ini bali krisis bbm apa gimana sih anjir spbu ngantrinya panjang bgt gila dimana mana,ini bali krisis bbm apa gimana sih anjir spbu ngantrinya panjang bgt gila dimana mana,"['ini', 'bali', 'krisis', 'bbm', 'apa', 'gimana', 'sih', 'anjir', 'spbu', 'ngantrinya', 'panjang', 'bgt', 'gila', 'dimana', 'mana']","['bali', 'krisis', 'bbm', 'anjir', 'spbu', 'ngantrinya', 'gila', 'dimana']","['bal', 'krisis', 'bbm', 'anjir', 'spbu', 'ngantrinya', 'gila', 'mana']"
Roiidyah Nur,@Cinta_42345,06/12/2022 16:49,"Bupati Pesawaran H. Dendi Ramadhona,yang diwakili langsung oleh Ketua TP. PKK Kab.Pesawaran Hj. Nanda Indira Dendi,Menghadiri acara Pendistribusian Bansos Pangan Dampak Inflasi Pasca Kenaikan BBM Bersubsidi Kabupaten Pesawaran. 

Bupati Pesawaran
Dendi Ramadhona",neutral,"bupati pesawaran h. dendi ramadhona,yang diwakili langsung oleh ketua tp. pkk kab.pesawaran hj. nanda indira dendi,menghadiri acara pendistribusian bansos pangan dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran. 

bupati pesawaran
dendi ramadhona",bupati pesawaran  dendi ramadhona yang diwakili langsung oleh ketua tp pkk kab pesawaran hj nanda indira dendi menghadiri acara pendistribusian bansos pangan dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran bupati pesawaran dendi ramadhona,"['bupati', 'pesawaran', 'dendi', 'ramadhona', 'yang', 'diwakili', 'langsung', 'oleh', 'ketua', 'tp', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'menghadiri', 'acara', 'pendistribusian', 'bansos', 'pangan', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['bupati', 'pesawaran', 'dendi', 'ramadhona', 'diwakili', 'ketua', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'menghadiri', 'acara', 'pendistribusian', 'bansos', 'pangan', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['bupati', 'sawar', 'dendi', 'ramadhona', 'wakil', 'ketua', 'pkk', 'kab', 'sawar', 'hj', 'nanda', 'indira', 'dendi', 'hadir', 'acara', 'distribusi', 'bansos', 'pangan', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi', 'kabupaten', 'sawar', 'bupati', 'sawar', 'dendi', 'ramadhona']"
TangerangTV,@tng_tv,06/12/2022 16:06,yang terkena dampak dari inflansi atau kenaikan Bahan Bakar Minyak (BBM).,neutral,yang terkena dampak dari inflansi atau kenaikan bahan bakar minyak (bbm).,yang terkena dampak dari inflansi atau kenaikan bahan bakar minyak bbm,"['yang', 'terkena', 'dampak', 'dari', 'inflansi', 'atau', 'kenaikan', 'bahan', 'bakar', 'minyak', 'bbm']","['terkena', 'dampak', 'inflansi', 'kenaikan', 'bahan', 'bakar', 'minyak', 'bbm']","['kena', 'dampak', 'inflansi', 'naik', 'bahan', 'bakar', 'minyak', 'bbm']"
CNBC Indonesia,@cnbcindonesia,06/12/2022 15:41,"Tak Disangka! Korsel Dihantam Krisis BBM, Ini Biang Keroknya",neutral,"tak disangka! korsel dihantam krisis bbm, ini biang keroknya",tak disangka korsel dihantam krisis bbm ini biang keroknya,"['tak', 'disangka', 'korsel', 'dihantam', 'krisis', 'bbm', 'ini', 'biang', 'keroknya']","['disangka', 'korsel', 'dihantam', 'krisis', 'bbm', 'biang', 'keroknya']","['sangka', 'korsel', 'hantam', 'krisis', 'bbm', 'biang', 'kerok']"
vonny felicia,@vonnyfelicia4,06/12/2022 13:01,BLT bukti dukungan pemerintah untuk minimalisir dampak Kenaikan BBM. BLT BBM efektif bantu masyarakat. #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan,positive,blt bukti dukungan pemerintah untuk minimalisir dampak kenaikan bbm. blt bbm efektif bantu masyarakat. #bltbbmbantumasyarakat #bansosbbmringankanrakyat #kpmpenyaluranblttepatsasaran #sukseskankebijakanpemerintah #subsidiberkeadilanuntukmasadepan,blt bukti dukungan pemerintah untuk minimalisir dampak kenaikan bbm blt bbm efektif bantu masyarakat,"['blt', 'bukti', 'dukungan', 'pemerintah', 'untuk', 'minimalisir', 'dampak', 'kenaikan', 'bbm', 'blt', 'bbm', 'efektif', 'bantu', 'masyarakat']","['blt', 'bukti', 'dukungan', 'pemerintah', 'minimalisir', 'dampak', 'kenaikan', 'bbm', 'blt', 'bbm', 'efektif', 'bantu', 'masyarakat']","['blt', 'bukti', 'dukung', 'perintah', 'minimalisir', 'dampak', 'naik', 'bbm', 'blt', 'bbm', 'efektif', 'bantu', 'masyarakat']"
Kapanewon Piyungan,@kecpiyungan1,06/12/2022 12:44,"Hari Selasa, 29 November 2022 bertempat di GOR Prapto Raharjo, PT Pos membagikan Bantuan Langsung Tunai (BLT) sebagai dampak kenaikan Bahan Bakar Minyak (BBM).Penyaluran bantuan sosial tersebut dihadiri oleh Tim dari PT Pos Indonesia, Tim Pendamping PKH, Babinkamtibmas, Babinsa,",neutral,"hari selasa, 29 november 2022 bertempat di gor prapto raharjo, pt pos membagikan bantuan langsung tunai (blt) sebagai dampak kenaikan bahan bakar minyak (bbm).penyaluran bantuan sosial tersebut dihadiri oleh tim dari pt pos indonesia, tim pendamping pkh, babinkamtibmas, babinsa,",hari selasa november bertempat di gor prapto raharjo pt pos membagikan bantuan langsung tunai blt sebagai dampak kenaikan bahan bakar minyak bbm penyaluran bantuan sosial tersebut dihadiri oleh tim dari pt pos indonesia tim pendamping pkh babinkamtibmas babinsa,"['hari', 'selasa', 'november', 'bertempat', 'di', 'gor', 'prapto', 'raharjo', 'pt', 'pos', 'membagikan', 'bantuan', 'langsung', 'tunai', 'blt', 'sebagai', 'dampak', 'kenaikan', 'bahan', 'bakar', 'minyak', 'bbm', 'penyaluran', 'bantuan', 'sosial', 'tersebut', 'dihadiri', 'oleh', 'tim', 'dari', 'pt', 'pos', 'indonesia', 'tim', 'pendamping', 'pkh', 'babinkamtibmas', 'babinsa']","['selasa', 'november', 'bertempat', 'gor', 'prapto', 'raharjo', 'pos', 'membagikan', 'bantuan', 'tunai', 'blt', 'dampak', 'kenaikan', 'bahan', 'bakar', 'minyak', 'bbm', 'penyaluran', 'bantuan', 'sosial', 'dihadiri', 'tim', 'pos', 'indonesia', 'tim', 'pendamping', 'pkh', 'babinkamtibmas', 'babinsa']","['selasa', 'november', 'tempat', 'gor', 'prapto', 'raharjo', 'pos', 'bagi', 'bantu', 'tunai', 'blt', 'dampak', 'naik', 'bahan', 'bakar', 'minyak', 'bbm', 'salur', 'bantu', 'sosial', 'hadir', 'tim', 'pos', 'indonesia', 'tim', 'damping', 'pkh', 'babinkamtibmas', 'babinsa']"
Sopiyah,@the_sopiyah,06/12/2022 11:40,"Tabik Pun
Bupati Pesawaran H. Dendi Ramadhona,http://K.ST.M.Tr.I.P Menghadiri acara Pendistribusian Bantuan Sosial Pangan (Beras Premium) Dampak Inflasi Pasca Kenaikan BBM Bersubsidi Kabupaten Pesawaran.

Kegiatan berlangsung di Balai Adat Desa Banjar Negeri Kecamatan",neutral,"tabik pun
bupati pesawaran h. dendi ramadhona,http://k.st.m.tr.i.p menghadiri acara pendistribusian bantuan sosial pangan (beras premium) dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran.

kegiatan berlangsung di balai adat desa banjar negeri kecamatan",tabik pun bupati pesawaran  dendi ramadhona menghadiri acara pendistribusian bantuan sosial pangan beras premium dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran kegiatan berlangsung di balai adat desa banjar negeri kecamatan,"['tabik', 'pun', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'kegiatan', 'berlangsung', 'di', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'kecamatan']","['tabik', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'kegiatan', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'kecamatan']","['tabik', 'bupati', 'sawar', 'dendi', 'ramadhona', 'hadir', 'acara', 'distribusi', 'bantu', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi', 'kabupaten', 'sawar', 'giat', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'camat']"
Princes Collect,@collecwt,06/12/2022 11:20,"BLT BBM Solusi Menghadapi Krisis Global Dunia.
Dukung BLT BBM
#BantuanBBMUntukRakyat
#BLTBBMTepatSasaran
#SubsidiTepatSasaran
#CerdasPakaiBBM
#BijakPakaiBBM
#BLTBBMBantuMasyarakat
#BansosBBMRingankanRakyat
#SukseskanKebijakanPemerintah
#SubsidiBerkeadilanUntukMasaDepan",positive,"blt bbm solusi menghadapi krisis global dunia.
dukung blt bbm
#bantuanbbmuntukrakyat
#bltbbmtepatsasaran
#subsiditepatsasaran
#cerdaspakaibbm
#bijakpakaibbm
#bltbbmbantumasyarakat
#bansosbbmringankanrakyat
#sukseskankebijakanpemerintah
#subsidiberkeadilanuntukmasadepan",blt bbm solusi menghadapi krisis global dunia dukung blt bbm,"['blt', 'bbm', 'solusi', 'menghadapi', 'krisis', 'global', 'dunia', 'dukung', 'blt', 'bbm']","['blt', 'bbm', 'solusi', 'menghadapi', 'krisis', 'global', 'dunia', 'dukung', 'blt', 'bbm']","['blt', 'bbm', 'solusi', 'hadap', 'krisis', 'global', 'dunia', 'dukung', 'blt', 'bbm']"
Wanita Lampoe,@wanita_lampoeng,06/12/2022 10:48,"Tabik Pun
Bupati Pesawaran H. Dendi Ramadhona K. ST.,M. Tr.I.P menghadiri acara Pendistribusian Bantuan Sosial Pangan (Beras Premium) Dampak Inflasi Pasca Kenaikan BBM Bersubsidi Kabupaten Pesawaran.

Kegiatan berlangsung di Balai Adat Desa Banjar Negeri Kecamatan Way Lima ..",neutral,"tabik pun
bupati pesawaran h. dendi ramadhona k. st.,m. tr.i.p menghadiri acara pendistribusian bantuan sosial pangan (beras premium) dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran.

kegiatan berlangsung di balai adat desa banjar negeri kecamatan way lima ..",tabik pun bupati pesawaran  dendi ramadhona  st  tr   menghadiri acara pendistribusian bantuan sosial pangan beras premium dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran kegiatan berlangsung di balai adat desa banjar negeri kecamatan way lima,"['tabik', 'pun', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'st', 'tr', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'kegiatan', 'berlangsung', 'di', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'kecamatan', 'way', 'lima']","['tabik', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'st', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'kegiatan', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'kecamatan', 'way']","['tabik', 'bupati', 'sawar', 'dendi', 'ramadhona', 'st', 'hadir', 'acara', 'distribusi', 'bantu', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi', 'kabupaten', 'sawar', 'giat', 'balai', 'adat', 'desa', 'banjar', 'negeri', 'camat', 'way']"
Wanita Lampoe,@wanita_lampoeng,06/12/2022 10:39,"Tabik Pun 
Bupati Pesawaran H. Dendi Ramadhona K. ST.,M. Tr.I.P yg diwakili langsung oleh Ketua TP. PKK Kab.Pesawaran Hj. Nanda Indira Dendi, SE.,MM menghadiri acara Pendistribusian Bantuan Sosial Pangan (Beras Premium) Dampak Inflasi Pasca Kenaikan BBM Bersubsidi ..",neutral,"tabik pun 
bupati pesawaran h. dendi ramadhona k. st.,m. tr.i.p yg diwakili langsung oleh ketua tp. pkk kab.pesawaran hj. nanda indira dendi, se.,mm menghadiri acara pendistribusian bantuan sosial pangan (beras premium) dampak inflasi pasca kenaikan bbm bersubsidi ..",tabik pun bupati pesawaran  dendi ramadhona  st  tr   yg diwakili langsung oleh ketua tp pkk kab pesawaran hj nanda indira dendi se mm menghadiri acara pendistribusian bantuan sosial pangan beras premium dampak inflasi pasca kenaikan bbm bersubsidi,"['tabik', 'pun', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'st', 'tr', 'yg', 'diwakili', 'langsung', 'oleh', 'ketua', 'tp', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'se', 'mm', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi']","['tabik', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'st', 'diwakili', 'ketua', 'pkk', 'kab', 'pesawaran', 'hj', 'nanda', 'indira', 'dendi', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi']","['tabik', 'bupati', 'sawar', 'dendi', 'ramadhona', 'st', 'wakil', 'ketua', 'pkk', 'kab', 'sawar', 'hj', 'nanda', 'indira', 'dendi', 'hadir', 'acara', 'distribusi', 'bantu', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi']"
Cun Cun status Defcon 1,@CunCun86678118,06/12/2022 10:12,"Saya melihat masa depan Indonesia dgn calon pemimpin yg ada sekarang hanya business as usual..ada bencana rakyat mati, ada krisis econ, rakyat tambah miskin, ada wabah rakyat mati, bakar uang rakyat dgn tambah hutang, naikkan BBM,listrik&pupuk untuk rampok rakyat..itu aja",negative,"saya melihat masa depan indonesia dgn calon pemimpin yg ada sekarang hanya business as usual..ada bencana rakyat mati, ada krisis econ, rakyat tambah miskin, ada wabah rakyat mati, bakar uang rakyat dgn tambah hutang, naikkan bbm,listrik&pupuk untuk rampok rakyat..itu aja",saya melihat masa depan indonesia dgn calon pemimpin yg ada sekarang hanya business as usual ada bencana rakyat mati ada krisis econ rakyat tambah miskin ada wabah rakyat mati bakar uang rakyat dgn tambah hutang naikkan bbm listrik pupuk untuk rampok rakyat itu aja,"['saya', 'melihat', 'masa', 'depan', 'indonesia', 'dgn', 'calon', 'pemimpin', 'yg', 'ada', 'sekarang', 'hanya', 'business', 'as', 'usual', 'ada', 'bencana', 'rakyat', 'mati', 'ada', 'krisis', 'econ', 'rakyat', 'tambah', 'miskin', 'ada', 'wabah', 'rakyat', 'mati', 'bakar', 'uang', 'rakyat', 'dgn', 'tambah', 'hutang', 'naikkan', 'bbm', 'listrik', 'pupuk', 'untuk', 'rampok', 'rakyat', 'itu', 'aja']","['indonesia', 'calon', 'pemimpin', 'business', 'usual', 'bencana', 'rakyat', 'mati', 'krisis', 'econ', 'rakyat', 'miskin', 'wabah', 'rakyat', 'mati', 'bakar', 'uang', 'rakyat', 'hutang', 'naikkan', 'bbm', 'listrik', 'pupuk', 'rampok', 'rakyat']","['indonesia', 'calon', 'pimpin', 'business', 'usual', 'bencana', 'rakyat', 'mati', 'krisis', 'econ', 'rakyat', 'miskin', 'wabah', 'rakyat', 'mati', 'bakar', 'uang', 'rakyat', 'hutang', 'naik', 'bbm', 'listrik', 'pupuk', 'rampok', 'rakyat']"
Papa Baik,@PapaBaik_,06/12/2022 07:49,"Tabik Pun
Bupati Pesawaran H. Dendi Ramadhona,http://K.ST.M.Tr.I.P Menghadiri acara Pendistribusian Bantuan Sosial Pangan (Beras Premium) Dampak Inflasi Pasca Kenaikan BBM Bersubsidi Kabupaten Pesawaran.

Bupati Pesawaran
Dendi Ramadhona",neutral,"tabik pun
bupati pesawaran h. dendi ramadhona,http://k.st.m.tr.i.p menghadiri acara pendistribusian bantuan sosial pangan (beras premium) dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran.

bupati pesawaran
dendi ramadhona",tabik pun bupati pesawaran  dendi ramadhona menghadiri acara pendistribusian bantuan sosial pangan beras premium dampak inflasi pasca kenaikan bbm bersubsidi kabupaten pesawaran bupati pesawaran dendi ramadhona,"['tabik', 'pun', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['tabik', 'bupati', 'pesawaran', 'dendi', 'ramadhona', 'menghadiri', 'acara', 'pendistribusian', 'bantuan', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'kenaikan', 'bbm', 'bersubsidi', 'kabupaten', 'pesawaran', 'bupati', 'pesawaran', 'dendi', 'ramadhona']","['tabik', 'bupati', 'sawar', 'dendi', 'ramadhona', 'hadir', 'acara', 'distribusi', 'bantu', 'sosial', 'pangan', 'beras', 'premium', 'dampak', 'inflasi', 'pasca', 'naik', 'bbm', 'subsidi', 'kabupaten', 'sawar', 'bupati', 'sawar', 'dendi', 'ramadhona']"
